Publication: https://www.sciencedirect.com/science/article/pii/S0304420317300725?via%3Dihub,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Cruise,Station,Type,yyyy-mm-dd Thh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],DGM [pg L-1],HgTot [ng L-1],MeHg [pg L-1],Temperature [?C],Salinity [psu],pot.Temperature [?C],Sigma,Oxygen [ml/l],OxygSat [proz],Transmission [proz],Fluorometer [V]
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,90,91.6902439,0.27,10.96446316,-1.1924,34.3945,-1.1947,1027.6698,8.71,104.4,96.17,0.101
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,80,105.39,0.31,14.20080147,-1.7928,34.2834,-1.7944,1027.5982,9.35,110.2,96.15,0.105
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,70,69.88235294,0.59,15.42561882,-1.814,34.2789,-1.8154,1027.5952,9.36,110.2,96.14,0.099
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,60,71.1225,0.41,24.47510752,-1.8244,34.2775,-1.8256,1027.5943,9.38,110.4,96.13,0.099
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,50,73.54615385,0.43,24.34773032,-1.8333,34.2761,-1.8343,1027.5933,9.38,110.4,96.14,0.1
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,40,75.29268293,0.25,14.60293803,-1.8401,34.2752,-1.8409,1027.5928,9.4,110.7,96.13,0.099
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,30,67.35,0.22,11.68638311,-1.8407,34.2754,-1.8413,1027.593,9.37,110.3,96.12,0.099
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,20,73.0097561,0.38,8.053609306,-1.8412,34.2765,-1.8416,1027.5939,9.36,110.2,96.12,0.103
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,10,76.15384615,0.99,8.900032271,-1.8415,34.2756,-1.8417,1027.5932,9.38,110.4,96.12,0.111
Antarctica 2013,500-3,B,2012-07-02 16:37,-6.014444444,-68.02527778,4792.5,5,75.46701847,0.84,7.880837236,-1.8327,34.2753,-1.8328,1027.5927,9.36,110.2,96.08,0.099
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4899,123.84,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4870,122.0268293,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4850,116.5879518,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4830,126.99,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4810,123.8222222,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,4000,114.3,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,3000,110.8444444,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,2000,112.6444444,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,1000,161.7075,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,500,134.8915663,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,300,138.24,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,200,136.7325,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,150,117.27,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,100,70.91566265,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,90,62.55,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,80,60.67317073,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,70,57.15555556,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,60,56.44444444,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,50,57.98734177,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,40,54.73333333,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,30,57.69113924,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,20,56.98536585,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,10,58.6,,,,,,,,,,
Antarctica 2013,502-1,B,2012-07-07 18:11,-10.01666667,-67.20472222,4948.7,2,32.20243902,,,,,,,,,,
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4937,113.8829268,0.26,23.12787964,-0.412,34.6461,-0.7855,1027.8579,7.73,94.7,96.22,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4910,134.9349398,0.46,12.08984018,-0.4153,34.6463,-0.7856,1027.8581,7.71,94.6,96.24,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4890,119.337931,0.44,11.34242231,-0.4177,34.6465,-0.7856,1027.8582,7.73,94.8,96.24,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4870,127.05,0.2,10.26481032,-0.4198,34.6464,-0.7854,1027.8582,7.74,94.9,96.25,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4850,126.8047059,0.26,8.854356255,-0.4211,34.6467,-0.7843,1027.8583,7.73,94.8,96.26,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,4550,133.5686747,0.39,10.9686097,-0.3879,34.6497,-0.7186,1027.858,7.66,94,96.35,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,3000,150.4883721,0.17,10.15481795,-0.2345,34.6586,-0.417,1027.8515,8.21,101.2,96.4,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,2000,107.3853659,0.15,8.933026986,-0.0504,34.6671,-0.1574,1027.8457,6.93,85.8,96.4,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,1000,130.4790698,0.24,7.776937335,0.2975,34.6821,0.2501,1027.8359,6.37,79.6,96.38,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,500,138.3075,0.59,7.75100964,0.5617,34.6902,0.5392,1027.8256,6.13,77.2,96.34,0.102
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,300,136.6048193,0.27,10.13623542,0.7493,34.6915,0.7358,1027.8145,6.12,77.4,96.32,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,200,130.1357143,0.5,35.84780965,0.7701,34.6742,0.7613,1027.799,6.17,78,96.23,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,150,126.0658537,0.48,35.98215382,0.2817,34.6103,0.2758,1027.7766,6.71,83.8,96.2,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,100,78.45517241,0.22,7.646370399,-1.6328,34.3479,-1.635,1027.6463,9.9,117.2,96.12,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,90,60.78795181,0.35,8.4431976,-1.7848,34.3384,-1.7866,1027.6428,10.06,118.6,96.12,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,80,66.23571429,0.19,6.133293679,-1.8145,34.3355,-1.8161,1027.6412,10.06,118.5,96.12,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,70,54.37241379,0.31,7.035834184,-1.8186,34.3351,-1.82,1027.641,10.06,118.5,96.12,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,60,66.11111111,0.18,6.426950935,-1.8254,34.3345,-1.8266,1027.6407,10.09,118.9,96.12,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,50,14.37882353,0.26,6.573933076,-1.8295,34.3343,-1.8305,1027.6406,10.12,119.1,96.11,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,40,61.81411765,0.21,5.728420276,-1.83,34.3342,-1.8308,1027.6406,10.11,119.1,96.1,0.128
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,30,61.84285714,0.35,8.20271997,-1.8306,34.3343,-1.8312,1027.6406,10.1,118.9,96.09,0.128
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,20,68.07073171,0.32,9.17384714,-1.8311,34.334,-1.8315,1027.6404,10.11,119.1,96.09,0.154
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,9.3,72.15,0.37,7.641985926,-1.8346,34.3327,-1.8348,1027.6394,10.08,118.7,96.06,0.13
Antarctica 2013,503-3,B,2012-07-09 05:04,-13.12361111,-67.21388889,4981.2,2.7,69.38571429,0.38,4.690972546,-1.8273,34.3325,-1.8274,1027.6391,10.05,118.3,95.42,0.13
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,244,52.42222222,0.37,7.862134609,-1.9052,34.599,-1.9104,1027.858,10.01,117.9,92.97,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,234,40.03373494,0.61,7.900554311,-1.8947,34.5569,-1.8996,1027.8235,9.82,115.6,94.14,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,214,37.37647059,0.38,10.18679097,-1.8992,34.569,-1.9037,1027.8334,9.86,116.1,94.25,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,194,42.07764706,0.39,12.73491562,-1.898,34.5641,-1.902,1027.8294,9.8,115.3,94,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,174,46.1195122,0.25,13.70716513,-1.8901,34.54,-1.8937,1027.8096,9.73,114.5,93.79,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,154,513.6379747,0.33,11.55572401,-1.8859,34.5263,-1.889,1027.7983,9.63,113.4,94.53,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,125,54.92195122,0.54,8.374195914,-1.8866,34.5277,-1.8891,1027.7995,9.67,113.8,94.36,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,100,48.57906977,0.22,7.776251927,-1.8858,34.5248,-1.8878,1027.7971,9.63,113.4,94.58,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,90,42.03797468,0.56,6.180633773,-1.886,34.5247,-1.8878,1027.797,9.58,112.8,94.61,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,80,40.34634146,0.11,7.764546301,-1.8857,34.5234,-1.8873,1027.7959,9.62,113.3,94.68,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,70,42.28941176,0.67,7.384920199,-1.8864,34.5247,-1.8878,1027.797,9.64,113.4,94.59,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,60,49.77857143,0.4,6.025086805,-1.8846,34.5192,-1.8858,1027.7925,9.61,113.2,94.85,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,50,42.34186047,0.68,7.334672852,-1.8847,34.5193,-1.8857,1027.7925,9.63,113.4,94.85,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,40,44.12093023,0.85,7.378777974,-1.885,34.5191,-1.8858,1027.7924,9.57,112.6,94.86,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,30,52.32705882,0.51,6.757086544,-1.8857,34.5195,-1.8863,1027.7927,9.61,113.1,94.85,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,20,42.15555556,0.22,5.913434566,-1.8861,34.5198,-1.8865,1027.793,9.61,113.2,94.85,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,10,51.52235294,0.17,3.232433883,-1.8864,34.5201,-1.8866,1027.7932,9.6,113,94.84,0.038
Antarctica 2013,509-1,B,2012-07-24 13:14,-54.0125,-63.15888889,266.7,2,66.97674419,0.11,2.55733048,-1.8843,34.5201,-1.8844,1027.7932,9.57,112.7,93.61,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,435,63.135,,,-1.3583,34.5653,-1.3704,1027.8145,8.78,104.9,95.64,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,435,64.215,,,-1.3583,34.5653,-1.3704,1027.8145,8.78,104.9,95.64,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,425,58.46582278,,,-1.3582,34.5655,-1.37,1027.8147,8.8,105.2,95.68,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,405,59.76,,,-1.3591,34.5654,-1.3703,1027.8146,8.8,105.1,95.68,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,385,63.73333333,,,-1.3608,34.5655,-1.3713,1027.8147,8.82,105.3,95.67,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,365,64.13333333,,,-1.3602,34.5659,-1.3701,1027.8151,8.82,105.4,95.65,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,345,61.98461538,,,-1.3741,34.5647,-1.3833,1027.8145,8.85,105.7,95.71,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,300,62.84634146,,,-1.4988,34.5461,-1.5064,1027.8034,9.1,108.3,96.02,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,250,53.73333333,,,-1.7496,34.514,-1.7552,1027.7847,9.4,111.1,95.7,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,200,41.8556962,,,-1.8023,34.5017,-1.8066,1027.7761,9.5,112.1,95.63,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,175,57.37777778,,,-1.8372,34.4869,-1.8409,1027.765,9.39,110.6,96.07,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,150,65.89756098,,,-1.845,34.4768,-1.8481,1027.757,9.35,110.2,96.33,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,125,78.11052632,,,-1.868,34.4713,-1.8705,1027.7531,9.36,110.2,96.4,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,100,72.59240506,,,-1.8727,34.4704,-1.8747,1027.7524,9.38,110.5,96.4,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,90,66.53164557,,,-1.8734,34.4701,-1.8752,1027.7523,9.38,110.5,96.4,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,80,67.32911392,,,-1.8737,34.4703,-1.8753,1027.7524,9.36,110.2,96.41,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,70,72.63658537,,,-1.8737,34.4702,-1.8751,1027.7523,9.4,110.7,96.4,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,60,68.11948052,,,-1.8741,34.4703,-1.8753,1027.7524,9.38,110.4,96.4,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,50,70.53333333,,,-1.8742,34.4705,-1.8752,1027.7526,9.37,110.3,96.39,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,40,71.55555556,,,-1.8747,34.4704,-1.8755,1027.7525,9.38,110.5,96.39,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,30,66.69113924,,,-1.8754,34.4704,-1.876,1027.7525,9.38,110.4,96.39,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,20,66.69,,,-1.8766,34.4704,-1.877,1027.7525,9.34,110,96.38,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,10,83.17317073,,,-1.8763,34.4706,-1.8765,1027.7527,9.37,110.3,96.38,0.038
Antarctica 2013,511-1,B,2012-07-24 21:42,-53.065,-63.33277778,468.5,2,55.20731707,,,-1.8727,34.471,-1.8728,1027.753,9.33,109.8,96.35,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1440,541.2666667,,,-1.1452,34.6121,-1.2019,1027.8466,8.59,103.2,96.04,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1430,69.77142857,,,-1.1465,34.6122,-1.2027,1027.8468,8.59,103.2,96.03,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1410,68.14588235,,,-1.1479,34.6121,-1.203,1027.8467,8.6,103.3,96.04,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1390,74.78571429,,,-1.1489,34.6123,-1.203,1027.8468,8.57,103,96.04,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1370,73.13793103,,,-1.1503,34.6124,-1.2033,1027.8469,8.58,103.2,96.04,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1350,71.3925,,,-1.1464,34.6094,-1.1984,1027.8443,8.51,102.3,96.12,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1250,97.11111111,,,-0.5199,34.6442,-0.5735,1027.8471,7.75,94.8,96.35,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1000,107.4144578,,,0.336,34.6752,0.2883,1027.8282,6.59,82.5,96.48,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,750,118.0227273,,,0.5139,34.6763,0.4788,1027.818,6.5,81.7,96.47,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,520,6.770454545,,,0.3807,34.644,0.358,1027.7991,6.7,83.9,96.48,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,300,91.24941176,,,-1.0371,34.52,-1.0459,1027.7662,8.47,102.1,96.48,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,196,71.91627907,,,-1.8035,34.4688,-1.8077,1027.7494,9.27,109.3,96.45,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,150,75.4875,,,-1.8262,34.4664,-1.8293,1027.748,9.31,109.8,96.45,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,100,71.56046512,,,-1.8365,34.4649,-1.8385,1027.747,9.34,110.1,96.43,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,90,64.22068966,,,-1.8384,34.4647,-1.8402,1027.7469,9.33,109.9,96.43,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,80,68.92,,,-1.8398,34.4644,-1.8414,1027.7468,9.33,110,96.43,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,70,71.68965517,,,-1.8414,34.464,-1.8428,1027.7464,9.34,110,96.43,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,60,67.65365854,,,-1.8437,34.4637,-1.8449,1027.7462,9.34,110,96.43,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,50,74.11111111,,,-1.8448,34.4634,-1.8458,1027.7461,9.34,110,96.42,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,40,92.53333333,,,-1.8449,34.4635,-1.8457,1027.7461,9.34,110.1,96.42,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,30,65.14698795,,,-1.845,34.4633,-1.8456,1027.746,9.33,110,96.42,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,20,69.07228916,,,-1.8514,34.4623,-1.8518,1027.7453,9.35,110.1,96.39,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,10,68.88139535,,,-1.8527,34.462,-1.8529,1027.7451,9.33,109.9,96.29,0.038
Antarctica 2013,514-1,B,2012-07-25 17:24,-51.07222222,-63.53305556,1483,1,69.12413793,,,-1.8564,34.462,-1.8564,1027.7452,9.33,109.9,96.42,0.038
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,2017,,0.47,8.942205699,-1.1681,34.6144,-1.258,1027.8505,8.66,104,95.97,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1987,,0.21,8.217601359,-1.174,34.6148,-1.262,1027.851,8.65,104,95.97,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1967,,0.52,7.349809403,-1.1742,34.6146,-1.2609,1027.8508,8.64,103.7,95.99,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1947,,0.35,7.955445833,-1.175,34.6145,-1.2605,1027.8507,8.67,104.1,95.99,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1927,,0.33,8.894150007,-1.1763,34.6146,-1.2605,1027.8507,8.66,104,95.98,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1520,,0.34,11.06384084,-0.3228,34.6477,-0.3942,1027.8416,7.45,91.6,96.42,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1250,,0.17,11.90351805,0.1934,34.6667,0.1324,1027.8301,6.78,84.6,96.46,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,1000,,0.24,15.98746996,0.4678,34.6786,0.419,1027.8234,6.49,81.5,96.46,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,750,,0.29,14.24073713,0.6227,34.6779,0.5869,1027.8128,6.41,80.8,96.46,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,500,,0.29,15.47884593,0.2365,34.6273,0.2154,1027.7937,6.88,85.8,96.48,0.065
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,300,,0.17,10.45660705,-1.7436,34.4737,-1.7505,1027.7518,9.1,107.5,96.44,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,200,,0.31,9.595520261,-1.8383,34.4679,-1.8425,1027.7496,9.2,108.4,96.44,0.067
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,150,,0.32,12.51050963,-1.8541,34.4666,-1.8572,1027.7489,9.24,108.8,96.45,0.067
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,100,,0.45,11.96733502,-1.8577,34.4659,-1.8597,1027.7484,9.23,108.7,96.44,0.067
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,90,,0.54,12.77892147,-1.8584,34.466,-1.8602,1027.7485,9.24,108.8,96.44,0.066
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,80,,0.38,12.94868975,-1.8596,34.4659,-1.8612,1027.7484,9.23,108.8,96.44,0.067
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,70,,0.66,11.08835425,-1.8626,34.4651,-1.864,1027.7479,9.23,108.7,96.45,0.066
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,60,,0.3,8.857629425,-1.8631,34.4652,-1.8643,1027.7479,9.26,109,96.45,0.065
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,50,,0.27,11.64826352,-1.8636,34.4651,-1.8646,1027.7479,9.22,108.5,96.29,0.066
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,40,,0.54,10.86632824,-1.8629,34.4652,-1.8637,1027.7479,9.24,108.8,96.44,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,30,,0.75,8.643827674,-1.8636,34.4651,-1.8642,1027.7479,9.26,109,96.45,0.069
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,20,,0.37,9.764835542,-1.8647,34.4648,-1.8651,1027.7477,9.23,108.6,96.44,0.062
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,10,,0.66,7.211328926,-1.8626,34.4646,-1.8628,1027.7475,9.28,109.3,96.43,0.065
Antarctica 2013,515-1,B,2012-07-26 20:39,-51.22055556,-63.40111111,2070,2.2,,0.33,8.139908583,-1.8622,34.4645,-1.8623,1027.7473,9.24,108.8,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,2017,94.28888889,,,-0.1759,34.66,-0.282,1027.8462,7.16,88.4,96.5,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1987,69.11111111,,,-0.1656,34.6598,-0.2698,1027.8454,7.15,88.3,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1967,70.88888889,,,-0.1499,34.6604,-0.2529,1027.8451,7.14,88.2,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1947,66.44819277,,,-0.1453,34.6607,-0.247,1027.845,7.12,88,96.48,0.069
